Region,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Gambela,Jikawo,2019-02-01,20.7,39.11,8.65,22.65,23.94,13.35,0.97,4.12,44.8,0.69,0.2,0.27,69.0,Moderate,6.4,45.4,1.767,0.42,0.22,16.9
Gambela,Jikawo,2019-03-01,20.42,51.08,10.76,10.27,16.54,8.35,0.34,2.77,63.58,0.01,3.18,0.69,69.0,Moderate,9.2,56.6,1.837,0.19,0.22,16.9
Gambela,Jikawo,2019-04-01,30.38,29.48,6.75,9.89,30.14,7.03,1.11,1.58,67.92,0.46,1.57,1.09,89.0,Moderate,8.0,44.3,1.832,0.61,0.22,16.8
Gambela,Jikawo,2019-05-01,22.65,43.76,5.56,5.32,28.88,9.8,0.24,5.26,62.01,0.52,0.34,0.33,73.0,Moderate,10.0,48.5,1.753,1.11,0.23,16.9
Gambela,Jikawo,2019-06-01,5.69,25.69,2.62,6.72,12.17,2.9,0.78,2.99,16.95,0.24,1.41,0.37,24.0,Good,8.9,74.5,1.801,2.06,0.22,16.9
Gambela,Jikawo,2019-07-01,9.32,13.42,2.85,7.61,7.68,3.56,0.11,1.0,10.32,0.01,0.16,0.39,39.0,Good,7.0,84.3,1.833,0.53,0.22,16.9
Gambela,Jikawo,2019-08-01,10.13,7.73,2.4,5.93,13.07,2.3,0.05,3.29,25.12,0.06,0.54,0.18,42.0,Good,12.9,90.6,1.773,-0.08,0.22,16.9
Gambela,Jikawo,2019-09-01,12.04,28.53,1.85,4.29,9.09,2.17,0.06,2.25,39.1,0.22,0.23,0.52,51.0,Moderate,10.8,70.7,1.741,2.09,0.22,16.8
Gambela,Jikawo,2019-10-01,4.84,25.57,7.37,7.19,18.26,4.56,0.44,4.28,49.75,0.31,0.81,0.27,20.0,Good,7.6,64.1,1.844,0.75,0.22,16.9
Gambela,Jikawo,2019-11-01,19.79,38.62,8.85,10.33,14.2,1.84,0.41,1.09,31.07,0.43,0.05,0.19,67.0,Moderate,7.8,54.7,1.83,0.92,0.23,16.8
Gambela,Jikawo,2019-12-01,7.68,8.56,3.79,7.15,18.48,7.71,0.95,5.25,48.02,0.35,0.9,0.31,32.0,Good,5.2,32.8,1.767,1.87,0.22,16.8
Gambela,Jikawo,2020-01-01,8.03,32.21,,10.92,19.75,6.03,1.16,5.71,46.27,0.21,,0.42,33.0,Good,8.9,44.0,1.747,1.72,0.22,17.2
Gambela,Jikawo,2020-02-01,9.87,39.16,5.06,20.12,30.41,7.53,0.52,5.13,65.05,0.6,1.63,0.8,41.0,Good,4.9,42.4,1.756,0.47,0.22,17.3
Gambela,Jikawo,2020-03-01,17.39,49.25,8.19,6.88,15.72,11.44,0.37,2.29,47.97,0.02,,0.86,62.0,Moderate,8.7,49.9,1.85,-0.53,0.22,17.3
Gambela,Jikawo,2020-04-01,13.85,14.23,3.5,7.02,14.82,6.55,0.62,6.1,25.12,0.3,0.1,0.28,55.0,Moderate,13.6,49.9,1.81,-0.34,0.23,17.2
Gambela,Jikawo,2020-05-01,8.28,13.95,2.33,10.17,,6.11,0.25,3.52,35.8,0.01,,0.41,35.0,Good,10.0,49.1,1.859,0.92,0.22,17.3
Gambela,Jikawo,2020-06-01,11.05,5.0,2.12,3.73,18.84,3.2,0.22,2.36,14.9,0.15,1.81,0.15,46.0,Good,9.5,72.1,1.757,1.32,0.22,17.2
Gambela,Jikawo,2020-07-01,3.0,18.85,5.41,5.6,16.46,5.69,0.2,1.0,38.56,0.53,0.11,0.44,12.0,Good,7.9,79.1,1.839,-0.88,0.23,17.3
Gambela,Jikawo,2020-08-01,12.44,15.67,4.51,5.83,7.65,1.59,0.59,,32.84,0.15,1.14,0.51,52.0,Moderate,10.3,82.2,1.782,0.2,0.22,17.2
Gambela,Jikawo,2020-09-01,11.81,16.99,9.46,2.0,12.74,7.65,0.75,2.92,16.42,0.01,0.87,0.36,49.0,Good,6.5,63.5,1.728,0.39,0.22,17.3
Gambela,Jikawo,2020-10-01,21.48,16.6,8.56,7.11,21.9,4.24,0.49,1.0,44.49,0.63,0.21,0.62,71.0,Moderate,4.0,55.7,1.773,-0.05,0.22,17.3
Gambela,Jikawo,2020-11-01,17.07,21.45,6.46,13.28,20.06,6.34,1.18,1.0,68.38,0.47,0.05,0.36,61.0,Moderate,10.6,49.8,1.821,-0.93,0.22,17.3
Gambela,Jikawo,2020-12-01,10.26,21.64,6.5,17.96,11.86,6.5,0.61,2.6,60.88,0.56,0.05,0.18,43.0,Good,5.0,43.7,1.771,0.64,0.23,17.3
Gambela,Jikawo,2021-01-01,21.6,35.53,11.41,16.24,17.51,4.12,1.04,4.11,39.6,0.35,1.77,1.11,71.0,Moderate,10.0,36.6,1.904,0.46,0.22,17.7
Gambela,Jikawo,2021-02-01,13.13,15.6,7.51,4.18,14.38,12.64,,2.03,66.71,0.47,1.41,0.11,53.0,Moderate,5.3,41.2,1.791,-0.13,0.22,17.7
Gambela,Jikawo,2021-03-01,8.19,44.64,9.59,14.54,27.83,2.92,0.28,7.13,68.44,0.2,0.63,0.51,34.0,Good,11.9,31.8,1.878,1.25,0.23,17.6
Gambela,Jikawo,2021-04-01,14.77,38.94,9.65,21.0,13.72,5.81,0.42,5.46,80.45,0.63,2.71,0.34,57.0,Moderate,14.2,55.3,1.834,1.71,0.22,17.6
Gambela,Jikawo,2021-05-01,8.12,36.84,8.02,10.42,17.42,13.35,0.87,4.5,32.42,0.25,1.98,0.83,34.0,Good,6.2,50.6,1.818,0.78,0.23,17.7
Gambela,Jikawo,2021-06-01,,7.41,2.87,8.5,19.63,4.06,0.47,3.63,42.2,0.11,2.14,0.65,,,12.7,58.9,1.77,0.15,0.22,17.6
Gambela,Jikawo,2021-07-01,3.04,11.88,5.11,,14.59,5.26,0.66,3.26,12.76,0.22,0.09,0.29,13.0,Good,12.5,79.9,1.85,0.5,0.23,17.7
Gambela,Jikawo,2021-08-01,4.01,25.6,3.44,2.0,11.21,4.11,0.4,1.33,11.75,0.03,1.19,0.01,17.0,Good,10.6,94.5,1.839,0.22,0.22,17.6
Gambela,Jikawo,2021-09-01,,13.09,3.93,9.93,2.0,8.42,0.7,1.43,24.8,0.01,1.24,0.04,,,12.8,73.0,1.827,0.59,0.23,17.6
Gambela,Jikawo,2021-10-01,11.34,14.53,10.94,6.28,3.73,6.02,0.86,4.36,31.39,0.25,1.68,0.07,47.0,Good,4.4,70.0,1.73,0.19,0.23,17.6
Gambela,Jikawo,2021-11-01,12.85,,2.88,14.73,21.9,5.98,0.49,5.33,73.1,0.51,0.43,0.77,53.0,Moderate,7.3,45.7,1.8,0.49,0.23,17.6
Gambela,Jikawo,2021-12-01,14.37,21.42,9.7,,21.58,6.48,0.53,4.65,22.5,0.8,0.05,1.11,56.0,Moderate,9.9,48.9,1.825,1.3,0.23,17.6
Gambela,Jikawo,2022-01-01,7.82,34.57,5.72,2.65,14.08,7.37,0.21,5.39,33.13,0.57,0.88,0.69,33.0,Good,8.3,36.8,1.769,1.04,0.22,18.0
Gambela,Jikawo,2022-02-01,15.16,19.89,11.05,14.16,,11.63,1.23,3.17,82.75,0.72,1.55,0.08,57.0,Moderate,7.9,44.0,1.85,0.19,0.22,18.0
Gambela,Jikawo,2022-03-01,18.09,22.37,4.98,15.8,24.98,8.25,1.51,5.13,41.07,0.6,1.41,0.92,64.0,Moderate,9.3,46.4,1.801,0.29,0.24,18.0
Gambela,Jikawo,2022-04-01,17.53,24.22,8.16,5.47,23.11,,1.37,3.24,64.86,0.4,1.39,1.04,62.0,Moderate,9.0,48.3,1.793,-0.85,0.23,17.9
Gambela,Jikawo,2022-05-01,15.55,22.28,9.61,7.47,7.11,5.55,1.27,3.24,73.02,0.2,1.1,0.28,58.0,Moderate,5.4,53.7,1.769,1.21,0.23,18.0
Gambela,Jikawo,2022-06-01,5.45,24.28,3.58,5.94,14.48,5.14,0.05,1.0,40.9,0.37,1.28,0.09,23.0,Good,13.3,78.6,1.806,0.47,0.23,18.0
Gambela,Jikawo,2022-07-01,6.08,18.39,1.75,11.52,15.59,4.87,0.31,1.71,35.74,0.24,0.93,,25.0,Good,7.7,78.1,1.778,2.89,0.23,18.0
Gambela,Jikawo,2022-08-01,,7.55,4.75,11.02,4.15,4.49,0.59,,28.3,0.11,2.01,0.04,,,10.3,82.4,1.788,-0.23,0.24,18.0
Gambela,Jikawo,2022-09-01,11.35,28.53,1.0,2.89,9.6,2.02,0.21,1.0,28.97,0.25,0.51,0.3,47.0,Good,8.7,66.1,1.83,2.31,0.23,18.0
Gambela,Jikawo,2022-10-01,8.33,12.12,5.86,14.61,9.51,7.69,0.7,4.26,39.3,0.23,0.21,0.57,35.0,Good,7.4,59.5,1.768,1.99,0.24,18.0
Gambela,Jikawo,2022-11-01,12.96,15.77,8.1,16.34,9.17,4.33,0.51,4.21,49.51,0.44,0.31,0.21,53.0,Moderate,4.3,41.3,1.808,1.23,0.23,18.0
Gambela,Jikawo,2022-12-01,22.48,16.82,5.09,14.96,21.63,7.18,0.75,2.28,51.5,0.26,1.69,0.64,73.0,Moderate,8.9,38.3,1.806,-0.07,0.23,18.0
Gambela,Jikawo,2023-01-01,,49.42,2.87,10.97,12.98,8.85,0.88,5.95,40.8,0.43,0.05,0.04,,,6.7,51.6,1.815,2.18,0.24,18.3
Gambela,Jikawo,2023-02-01,12.26,58.47,13.18,8.66,10.23,6.79,0.84,1.7,36.79,0.06,1.87,0.38,51.0,Moderate,8.3,45.2,1.797,1.66,0.23,18.4
Gambela,Jikawo,2023-03-01,21.27,19.84,8.04,20.0,14.47,12.77,0.87,,73.5,0.65,3.06,0.66,70.0,Moderate,16.3,45.7,1.789,-0.4,0.24,18.4
Gambela,Jikawo,2023-04-01,7.84,31.13,13.8,14.18,20.43,13.26,0.72,4.64,69.37,0.41,0.07,0.21,33.0,Good,15.1,51.9,1.846,-0.53,0.24,18.3
Gambela,Jikawo,2023-05-01,19.83,33.47,8.23,11.66,8.9,3.62,0.32,5.04,45.46,0.12,1.05,0.89,67.0,Moderate,5.4,51.0,1.766,0.39,0.23,18.4
Gambela,Jikawo,2023-06-01,17.2,15.23,6.31,12.07,14.03,5.82,0.74,2.55,27.31,0.14,1.14,0.36,62.0,Moderate,16.0,73.9,1.862,1.81,0.24,18.3
Gambela,Jikawo,2023-07-01,4.68,12.39,1.0,11.56,4.46,4.75,0.37,2.93,27.98,0.32,0.05,0.27,20.0,Good,13.4,74.2,1.787,0.03,0.24,18.4
Gambela,Jikawo,2023-08-01,9.46,19.78,1.74,9.1,10.38,2.69,0.52,2.89,41.92,0.18,0.37,0.33,39.0,Good,13.7,82.4,1.789,1.55,0.24,18.4
Gambela,Jikawo,2023-09-01,10.57,18.42,1.0,3.01,10.73,2.78,0.67,3.86,34.06,0.22,0.81,0.31,44.0,Good,4.6,71.4,1.881,-0.29,0.23,18.4
Gambela,Jikawo,2023-10-01,10.17,17.82,4.08,12.08,13.05,8.76,0.38,2.32,39.35,0.41,1.77,0.01,42.0,Good,10.3,53.2,1.903,1.16,0.24,18.4
Gambela,Jikawo,2023-11-01,13.9,20.64,1.48,16.22,7.49,13.96,0.47,1.37,60.23,0.57,3.06,0.97,55.0,Moderate,4.7,43.3,1.808,0.13,0.24,18.4
Gambela,Jikawo,2023-12-01,23.71,13.39,5.33,5.94,11.03,7.29,0.43,2.44,40.91,0.62,2.91,0.45,75.0,Moderate,4.7,48.7,1.837,-1.55,0.24,18.4
Gambela,Jikawo,2024-01-01,8.35,39.54,9.8,12.55,13.42,11.77,0.35,3.01,91.16,0.71,2.79,0.96,35.0,Good,12.5,55.5,1.792,-0.47,0.23,18.7
Gambela,Jikawo,2024-02-01,8.2,55.06,9.67,13.43,8.37,10.72,1.17,2.77,85.4,0.04,1.38,0.03,34.0,Good,11.5,48.5,1.812,1.27,0.24,18.7
Gambela,Jikawo,2024-03-01,19.17,65.54,7.17,6.73,19.8,14.58,1.06,8.74,55.05,0.5,0.73,0.39,66.0,Moderate,7.9,40.1,1.694,0.84,0.24,18.7
Gambela,Jikawo,2024-04-01,18.54,53.19,10.76,15.97,10.12,10.61,1.25,2.6,25.59,0.77,2.99,0.94,65.0,Moderate,15.0,44.6,1.873,2.15,0.24,18.8
Gambela,Jikawo,2024-05-01,21.98,16.7,7.04,15.34,15.87,11.24,0.72,3.59,46.1,0.02,0.52,0.94,72.0,Moderate,6.6,58.6,1.794,-0.15,0.24,18.7
Gambela,Jikawo,2024-06-01,13.88,7.33,4.08,12.66,2.55,2.12,0.41,1.45,45.24,0.18,1.77,0.35,55.0,Moderate,4.4,74.7,1.871,2.03,0.24,18.8
Gambela,Jikawo,2024-07-01,12.83,8.65,3.13,4.64,2.0,4.06,0.27,1.65,25.5,0.37,0.05,0.44,53.0,Moderate,18.0,81.0,1.815,-0.48,0.24,18.7
Gambela,Jikawo,2024-08-01,11.26,,3.29,3.3,13.55,1.4,0.05,,26.69,,1.01,0.02,47.0,Good,12.7,79.1,1.761,-0.42,0.24,18.8
Gambela,Jikawo,2024-09-01,5.83,21.3,4.62,13.57,19.65,5.08,0.55,3.32,41.76,0.1,1.2,0.18,24.0,Good,6.7,78.2,1.876,-1.99,0.24,18.8
Gambela,Jikawo,2024-10-01,8.32,16.49,3.18,6.77,17.69,8.13,0.65,2.85,61.78,0.6,0.74,0.64,35.0,Good,3.1,60.4,1.836,0.64,0.25,18.7
Gambela,Jikawo,2024-11-01,7.74,42.67,6.9,2.94,6.01,3.37,0.43,4.99,29.55,0.5,0.09,0.01,32.0,Good,5.4,46.9,1.796,2.21,0.25,18.8
Gambela,Jikawo,2024-12-01,15.43,30.11,7.17,16.92,20.95,10.28,,3.47,36.16,0.06,0.4,0.32,58.0,Moderate,4.4,54.4,1.762,1.17,0.24,18.7
Gambela,Jikawo,2025-01-01,8.41,23.01,9.0,7.05,,5.13,1.42,5.69,44.59,0.61,1.65,0.45,35.0,Good,10.1,46.7,1.769,1.36,0.24,19.1
Gambela,Jikawo,2025-02-01,31.5,21.86,7.35,27.87,15.78,8.31,0.75,2.16,72.75,0.24,0.95,0.29,92.0,Moderate,6.3,33.7,1.851,-0.63,0.24,19.1
Gambela,Jikawo,2025-03-01,22.49,26.73,1.44,7.44,8.68,5.04,1.04,3.38,85.24,0.7,0.39,0.33,73.0,Moderate,8.5,57.2,1.847,1.66,0.25,19.1
Gambela,Jikawo,2025-04-01,15.93,21.64,5.82,15.88,12.24,5.85,1.08,2.1,29.13,0.65,0.27,0.66,59.0,Moderate,12.0,55.7,1.751,-0.1,0.25,19.1
Gambela,Jikawo,2025-05-01,21.52,25.87,6.56,18.66,26.62,10.85,0.77,2.4,69.93,0.4,0.83,0.45,71.0,Moderate,4.5,49.1,1.799,-0.13,0.25,19.1
Gambela,Jikawo,2025-06-01,13.07,5.0,1.0,14.56,4.25,6.85,,1.0,21.07,0.21,0.14,0.26,53.0,Moderate,10.7,63.8,1.796,0.22,0.24,19.1
Gambela,Jikawo,2025-07-01,13.79,15.35,1.0,4.64,2.0,1.37,0.24,2.97,25.5,0.01,0.82,0.34,55.0,Moderate,5.1,82.4,1.871,2.44,0.24,19.1
Gambela,Jikawo,2025-08-01,6.41,5.36,4.04,10.07,,6.22,0.05,1.2,30.35,0.01,0.18,0.34,27.0,Good,17.3,89.4,1.8,0.78,0.24,19.1
Gambela,Jikawo,2025-09-01,9.96,23.14,2.94,5.89,8.73,4.16,0.21,3.52,48.03,0.19,0.69,0.58,42.0,Good,14.2,65.7,1.691,-1.0,0.25,19.2
Gambela,Jikawo,2025-10-01,12.57,,6.05,13.76,9.46,3.9,1.14,5.58,37.81,0.1,1.65,0.69,52.0,Moderate,4.3,65.7,1.913,-1.34,0.25,19.1
Gambela,Jikawo,2025-11-01,17.98,23.03,10.95,17.68,9.21,7.75,1.0,2.53,55.29,0.34,1.6,0.57,63.0,Moderate,7.5,50.8,1.831,0.04,0.24,19.1
Gambela,Jikawo,2025-12-01,17.88,31.61,,6.98,13.3,9.05,0.68,3.49,44.44,0.01,0.79,1.06,63.0,Moderate,6.5,36.6,1.789,-1.23,0.24,19.1
Harari,Harar,2014-01-01,47.13,61.19,11.55,26.63,,6.46,0.99,14.29,81.01,1.65,5.58,0.59,130.0,Unhealthy for Sensitive Groups,7.7,43.1,0.119,1.48,0.5,700.3
Harari,Harar,2014-02-01,43.83,55.67,33.94,35.25,47.89,10.15,0.77,7.84,39.31,0.96,2.39,1.79,122.0,Unhealthy for Sensitive Groups,6.9,31.9,0.138,1.92,0.5,703.4
Harari,Harar,2014-03-01,19.3,74.04,27.35,48.66,50.15,14.75,0.69,12.73,36.55,0.55,7.01,2.74,66.0,Moderate,10.6,37.2,0.127,1.63,0.48,700.2
Harari,Harar,2014-04-01,38.8,93.7,27.39,29.83,36.7,9.33,1.07,16.22,35.41,1.07,4.35,2.4,109.0,Unhealthy for Sensitive Groups,8.8,41.2,0.109,1.45,0.49,701.3
Harari,Harar,2014-05-01,16.75,77.63,23.7,23.47,42.58,8.11,1.16,11.53,41.08,1.66,5.82,1.52,61.0,Moderate,14.2,50.5,0.059,1.29,0.5,698.6
Harari,Harar,2014-06-01,14.47,28.86,7.98,19.25,35.7,5.45,1.25,,42.33,0.61,3.05,1.02,56.0,Moderate,12.1,75.5,0.086,0.24,0.53,701.8
Harari,Harar,2014-07-01,8.0,22.39,3.31,8.58,27.74,2.27,0.58,2.55,15.44,,0.19,0.66,33.0,Good,14.4,84.0,0.053,0.55,0.5,701.7
Harari,Harar,2014-08-01,16.02,38.07,5.68,17.42,18.79,,,7.94,37.26,0.66,3.34,0.3,59.0,Moderate,14.7,85.6,0.195,1.5,0.5,697.3
Harari,Harar,2014-09-01,12.26,21.06,12.91,19.15,20.67,2.0,1.26,7.57,35.56,0.96,1.87,1.02,51.0,Moderate,4.0,70.8,0.076,0.07,0.49,700.5
Harari,Harar,2014-10-01,20.8,40.93,17.68,11.52,36.26,11.5,1.45,5.15,44.46,0.74,0.78,1.55,69.0,Moderate,6.4,55.6,0.089,-0.9,0.49,699.9
Harari,Harar,2014-11-01,33.79,58.07,13.23,19.21,18.91,1.19,1.69,9.73,50.53,0.96,4.14,1.55,97.0,Moderate,13.2,60.1,0.159,1.97,0.5,701.0
Harari,Harar,2014-12-01,27.66,79.59,24.63,17.67,25.11,13.69,0.9,14.05,51.04,0.43,5.79,1.11,84.0,Moderate,5.1,49.8,0.082,2.04,0.49,699.7
Harari,Harar,2015-01-01,25.81,101.62,21.97,21.94,56.19,14.53,1.28,5.58,39.3,0.89,5.85,0.28,80.0,Moderate,10.1,47.2,0.074,1.73,0.51,716.6
Harari,Harar,2015-02-01,18.47,94.17,26.19,38.95,47.68,,1.74,11.54,46.54,1.9,4.43,1.85,64.0,Moderate,7.6,46.5,0.071,0.05,0.51,718.2
Harari,Harar,2015-03-01,36.31,59.92,35.7,38.43,52.3,5.13,2.45,9.88,78.54,0.76,5.69,0.34,103.0,Unhealthy for Sensitive Groups,12.4,44.5,0.167,1.59,0.51,720.0
Harari,Harar,2015-04-01,13.31,87.33,14.24,27.24,48.63,7.84,1.84,13.25,,0.61,1.81,1.32,54.0,Moderate,8.1,53.0,0.095,0.58,0.5,718.0
Harari,Harar,2015-05-01,12.45,64.11,,17.96,37.06,7.5,2.01,11.72,65.31,1.02,4.55,0.52,52.0,Moderate,12.2,55.3,0.073,0.83,0.5,717.6
Harari,Harar,2015-06-01,12.26,25.98,10.18,21.77,35.72,2.59,1.18,5.04,22.18,0.85,2.13,0.78,51.0,Moderate,4.1,62.2,0.069,-0.18,0.5,717.0
Harari,Harar,2015-07-01,17.07,26.55,15.6,17.88,31.23,7.77,0.68,1.44,34.96,0.88,1.86,0.35,61.0,Moderate,6.2,76.0,0.168,-0.31,0.5,717.0
Harari,Harar,2015-08-01,14.73,30.86,15.65,15.34,29.5,1.09,0.98,4.07,38.33,,2.64,0.67,57.0,Moderate,6.2,90.9,0.102,1.23,0.51,717.0
Harari,Harar,2015-09-01,,42.63,16.15,11.25,23.6,3.22,1.44,3.93,,0.52,0.97,,,,15.3,81.3,0.056,1.08,0.51,717.8
Harari,Harar,2015-10-01,36.13,39.66,23.85,19.19,25.34,,1.48,5.85,62.97,1.27,3.63,,103.0,Unhealthy for Sensitive Groups,5.7,50.8,0.034,1.87,0.51,718.1
Harari,Harar,2015-11-01,19.03,82.31,,13.0,22.64,9.58,1.75,5.78,51.27,1.47,5.74,1.31,66.0,Moderate,12.2,41.0,0.155,1.19,0.52,717.4
Harari,Harar,2015-12-01,29.5,95.54,19.75,26.65,58.12,10.85,1.15,9.14,33.27,0.94,6.22,2.14,88.0,Moderate,8.1,47.6,0.093,0.8,0.5,718.7
Harari,Harar,2016-01-01,,82.51,17.72,36.71,69.85,8.1,2.69,11.97,48.87,1.03,7.15,2.14,,,6.8,49.1,0.011,2.59,0.51,735.0
Harari,Harar,2016-02-01,15.23,78.85,17.54,35.57,20.45,7.72,1.04,11.35,39.66,1.27,5.6,1.8,58.0,Moderate,11.3,35.3,0.117,1.4,0.51,732.9
Harari,Harar,2016-03-01,22.11,67.95,34.04,16.88,41.37,13.82,1.53,15.67,52.26,1.8,2.7,0.87,72.0,Moderate,10.5,50.2,0.154,1.62,0.52,734.8
Harari,Harar,2016-04-01,43.33,105.54,33.61,23.7,69.6,15.16,1.79,,49.33,2.25,2.04,2.03,120.0,Unhealthy for Sensitive Groups,7.2,40.2,0.059,0.04,0.53,732.9
Harari,Harar,2016-05-01,31.73,36.74,8.79,16.71,33.62,4.17,1.51,10.09,75.31,1.47,,,92.0,Moderate,11.9,51.4,0.073,0.82,0.52,734.6
Harari,Harar,2016-06-01,19.67,33.36,16.71,28.32,15.29,8.87,0.73,5.8,32.76,1.0,4.26,0.81,67.0,Moderate,11.2,71.2,0.207,-0.22,0.52,736.3
Harari,Harar,2016-07-01,12.27,34.92,10.88,3.47,12.97,1.46,,3.78,36.87,0.4,2.24,0.96,51.0,Moderate,10.3,79.2,0.133,0.45,0.51,731.2
Harari,Harar,2016-08-01,14.4,19.68,10.07,10.91,24.13,1.28,0.82,1.58,35.64,0.51,2.11,0.28,56.0,Moderate,10.1,89.8,0.136,1.13,0.51,733.9
Harari,Harar,2016-09-01,16.38,51.88,5.47,16.49,17.6,4.59,0.84,3.54,38.7,0.45,1.56,,60.0,Moderate,5.2,79.2,0.086,0.43,0.53,735.0
Harari,Harar,2016-10-01,27.52,67.37,20.72,29.13,17.33,,1.24,3.39,30.23,0.72,2.34,0.59,83.0,Moderate,3.5,46.6,0.065,2.88,0.53,735.2
Harari,Harar,2016-11-01,27.76,47.55,12.54,29.38,27.98,7.9,1.67,10.61,22.84,1.22,1.89,0.2,84.0,Moderate,9.9,45.5,0.156,1.1,0.53,735.5
Harari,Harar,2016-12-01,25.95,32.61,,21.78,17.88,4.76,0.95,7.56,73.88,,3.83,0.65,80.0,Moderate,4.6,43.9,0.0,1.21,0.53,735.6
Harari,Harar,2017-01-01,35.68,87.74,22.66,26.3,37.76,13.18,,5.32,,1.07,6.67,1.04,101.0,Unhealthy for Sensitive Groups,6.6,38.3,0.071,2.05,0.52,754.5
Harari,Harar,2017-02-01,46.47,61.66,11.86,32.58,62.64,8.37,0.91,12.54,67.9,1.3,5.83,1.4,128.0,Unhealthy for Sensitive Groups,7.2,38.9,0.086,1.53,0.52,751.0
Harari,Harar,2017-03-01,39.82,117.62,17.75,44.77,35.67,10.12,0.79,8.53,88.84,1.92,2.32,0.63,112.0,Unhealthy for Sensitive Groups,7.6,49.3,0.195,1.12,0.53,752.3
Harari,Harar,2017-04-01,37.86,53.56,26.49,18.69,49.53,2.95,1.06,,62.68,0.18,2.68,0.47,107.0,Unhealthy for Sensitive Groups,7.4,46.5,0.049,0.42,0.54,752.7
Harari,Harar,2017-05-01,12.48,28.79,23.2,30.74,39.07,2.82,2.31,2.78,68.05,1.55,,0.77,52.0,Moderate,2.8,54.5,0.118,3.07,0.54,751.2
Harari,Harar,2017-06-01,7.8,24.61,,25.91,24.01,2.16,0.39,6.04,44.91,0.39,1.4,1.43,32.0,Good,4.6,78.9,0.089,0.01,0.53,754.1
Harari,Harar,2017-07-01,17.21,26.25,9.69,15.51,19.02,4.76,0.32,6.55,36.18,0.15,2.92,0.72,62.0,Moderate,9.7,71.7,0.168,1.51,0.51,752.6
Harari,Harar,2017-08-01,5.06,19.18,8.37,16.39,14.34,5.42,0.8,5.1,29.85,0.75,3.38,0.98,21.0,Good,8.0,89.3,0.091,-0.25,0.52,752.8
Harari,Harar,2017-09-01,12.83,55.12,12.62,12.16,18.26,2.88,0.99,1.66,28.49,0.62,1.74,0.83,53.0,Moderate,9.5,71.3,0.065,3.18,0.53,754.1
Harari,Harar,2017-10-01,34.39,62.49,7.48,,28.41,10.94,,,53.27,0.43,1.74,0.59,98.0,Moderate,6.5,68.7,0.174,0.59,0.54,752.4
Harari,Harar,2017-11-01,20.25,24.41,,22.79,33.65,3.85,2.01,5.34,59.66,1.25,4.52,0.46,68.0,Moderate,8.9,50.4,0.043,1.56,0.54,753.7
Harari,Harar,2017-12-01,39.41,91.69,10.71,31.13,26.16,10.67,1.39,5.04,69.49,1.32,3.78,0.76,111.0,Unhealthy for Sensitive Groups,3.0,48.8,0.066,-0.08,0.52,752.7
Harari,Harar,2018-01-01,26.15,64.45,,45.84,81.05,13.69,2.67,9.78,70.78,1.83,5.64,1.62,81.0,Moderate,4.8,41.0,0.2,0.99,0.55,767.4
Harari,Harar,2018-02-01,25.28,58.71,21.52,36.35,52.47,,1.57,7.29,,2.11,4.37,0.47,79.0,Moderate,13.5,33.7,0.139,0.6,0.54,771.8
Harari,Harar,2018-03-01,39.68,104.92,26.46,49.24,42.98,15.36,2.57,16.69,92.07,1.85,5.43,0.86,111.0,Unhealthy for Sensitive Groups,14.1,51.0,0.141,0.44,0.54,769.8
Harari,Harar,2018-04-01,29.69,100.94,25.77,21.69,40.18,,2.09,5.27,34.86,0.87,3.19,2.35,88.0,Moderate,11.3,54.8,0.097,0.53,0.54,770.9
Harari,Harar,2018-05-01,38.62,71.76,26.4,26.72,47.08,14.59,1.14,9.51,67.7,1.34,4.48,1.76,109.0,Unhealthy for Sensitive Groups,13.7,59.8,0.134,0.33,0.55,770.6
Harari,Harar,2018-06-01,21.98,30.85,13.65,24.46,26.16,9.8,1.66,8.77,45.2,0.95,0.71,0.42,72.0,Moderate,13.3,72.5,0.062,2.67,0.54,770.6
Harari,Harar,2018-07-01,14.88,40.6,15.85,16.46,30.32,,1.04,4.43,26.07,0.25,2.53,0.87,57.0,Moderate,16.8,88.5,0.126,1.09,0.52,770.5
Harari,Harar,2018-08-01,15.65,41.39,11.32,15.73,17.93,5.11,0.63,3.54,27.83,0.62,2.86,0.97,58.0,Moderate,11.7,94.8,0.081,0.49,0.52,769.7
Harari,Harar,2018-09-01,5.68,42.2,7.12,11.24,26.84,,1.18,7.05,38.14,0.64,1.92,0.74,24.0,Good,4.2,70.0,0.097,-0.54,0.55,770.4
Harari,Harar,2018-10-01,18.87,50.1,8.19,25.83,43.44,3.1,1.65,7.02,54.44,0.97,1.74,0.48,65.0,Moderate,9.6,60.5,0.12,2.91,0.55,770.3
Harari,Harar,2018-11-01,19.5,32.07,20.06,30.91,30.99,5.44,,4.28,60.25,0.75,3.89,1.22,67.0,Moderate,12.6,44.9,0.139,1.6,0.56,769.8
