Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Jiangsu,Nanjing,2022-09-01,39.04,58.07,1.76,15.14,21.55,11.61,0.77,12.66,26.95,0.33,5.69,1.57,55,Good,10.0,63.3,0.23,6.24,303.95,824.8
Jiangsu,Nanjing,2022-10-01,58.5,85.39,20.25,16.01,28.07,14.66,1.55,15.57,35.82,3.01,2.67,1.88,79,Good,7.2,57.3,0.0,6.02,291.34,827.1
Jiangsu,Nanjing,2022-11-01,76.45,114.46,19.17,37.96,30.86,13.23,1.75,11.81,31.97,2.08,2.9,2.09,102,Lightly Polluted,4.2,49.3,0.0,5.9,300.12,823.1
Jiangsu,Nanjing,2022-12-01,67.75,90.55,28.72,27.57,43.04,15.72,2.52,16.43,44.25,4.44,10.22,3.79,91,Good,3.5,52.6,0.162,6.27,294.69,825.5
Jiangsu,Nanjing,2023-01-01,89.58,99.62,10.56,40.68,17.78,12.64,0.82,38.0,43.74,2.69,12.2,2.28,118,Lightly Polluted,6.9,57.9,0.205,6.38,300.83,826.2
Jiangsu,Nanjing,2023-02-01,44.59,83.55,17.09,18.86,18.8,10.3,0.76,27.65,37.11,2.6,2.98,3.03,62,Good,10.1,63.3,0.0,5.48,303.81,824.4
Jiangsu,Nanjing,2023-03-01,53.63,118.6,14.38,16.79,17.02,9.24,0.67,12.35,23.48,2.87,5.97,1.59,73,Good,8.2,36.8,0.148,6.27,305.54,823.9
Jiangsu,Nanjing,2023-04-01,46.03,92.85,17.01,27.31,20.22,14.58,0.6,10.09,12.32,2.56,7.59,0.34,64,Good,8.5,62.0,0.159,5.46,296.29,822.1
Jiangsu,Nanjing,2023-05-01,50.16,59.33,9.45,26.8,12.15,12.88,0.54,17.65,26.42,0.91,1.94,0.6,69,Good,8.2,55.0,0.063,5.7,298.75,826.0
Jiangsu,Nanjing,2023-06-01,41.92,32.95,12.91,19.75,7.03,11.9,1.25,2.57,6.62,1.62,3.53,0.3,58,Good,5.7,70.4,0.147,5.52,304.88,828.4
Jiangsu,Nanjing,2023-07-01,32.59,74.74,7.45,15.16,11.95,2.43,1.07,6.89,18.5,1.93,2.46,1.19,47,Excellent,11.6,65.8,0.109,5.97,307.5,822.7
Jiangsu,Nanjing,2023-08-01,20.88,91.29,9.82,21.89,15.57,5.39,0.85,6.61,25.63,1.42,1.61,0.85,30,Excellent,8.1,70.8,0.128,6.07,309.19,824.3
Jiangsu,Nanjing,2023-09-01,33.3,85.45,5.22,12.53,24.02,14.91,1.21,17.17,22.29,1.89,2.84,1.32,48,Excellent,4.9,78.0,0.0,5.84,302.18,823.0
Jiangsu,Nanjing,2023-10-01,44.25,105.9,14.32,21.68,38.18,9.72,1.07,11.53,17.68,2.12,7.98,0.8,61,Good,6.7,67.3,0.049,6.38,303.39,825.5
Jiangsu,Nanjing,2023-11-01,79.12,123.48,22.34,31.28,18.83,11.39,1.53,7.84,22.46,1.51,8.14,2.54,105,Lightly Polluted,3.0,47.1,0.016,5.6,294.48,829.5
Jiangsu,Nanjing,2023-12-01,81.34,232.96,17.08,20.47,53.34,23.21,1.96,31.99,52.47,5.21,11.91,2.23,108,Lightly Polluted,8.7,62.0,0.007,6.76,298.71,826.0
Jiangsu,Nanjing,2024-01-01,113.67,179.25,25.71,50.45,32.34,18.78,2.28,20.73,29.09,2.4,11.1,2.5,148,Lightly Polluted,8.4,38.1,0.158,5.49,307.15,830.3
Jiangsu,Nanjing,2024-02-01,53.8,62.37,15.45,46.63,44.95,27.2,0.95,8.01,37.57,1.67,5.38,3.04,73,Good,4.8,43.9,0.198,6.21,313.51,826.8
Jiangsu,Nanjing,2024-03-01,45.45,64.64,16.83,31.66,25.69,11.55,1.53,18.47,36.98,1.4,8.84,1.97,63,Good,5.4,57.3,0.267,5.42,312.79,829.5
Jiangsu,Nanjing,2024-04-01,56.48,58.91,4.59,28.57,12.59,9.97,1.44,12.57,14.41,1.37,3.94,1.65,77,Good,9.0,45.0,0.0,5.9,309.83,828.2
Jiangsu,Nanjing,2024-05-01,35.15,51.83,14.71,16.98,18.05,8.96,1.14,22.26,33.68,1.18,4.11,0.92,50,Excellent,8.1,49.6,0.031,6.28,308.35,827.2
Jiangsu,Nanjing,2024-06-01,25.96,91.18,7.96,1.05,6.04,15.69,0.8,8.8,14.59,1.61,5.23,1.45,37,Excellent,5.7,55.0,0.0,5.78,307.44,829.6
Jiangsu,Nanjing,2024-07-01,38.26,31.7,11.75,5.32,6.14,5.47,0.94,7.08,13.36,0.77,2.19,1.45,54,Good,12.0,78.9,0.0,7.01,306.68,830.4
Jiangsu,Nanjing,2024-08-01,41.0,76.16,8.7,25.19,14.12,8.45,0.6,14.85,20.83,1.76,3.11,1.36,57,Good,7.5,79.6,0.06,5.83,314.47,826.9
Jiangsu,Nanjing,2024-09-01,34.84,99.35,10.62,24.63,14.17,5.45,0.46,5.0,21.48,0.35,3.66,0.3,50,Excellent,10.7,69.3,0.174,6.23,305.23,823.9
Jiangsu,Nanjing,2024-10-01,32.79,117.78,16.87,19.35,20.05,13.78,0.94,12.48,29.6,2.82,6.54,1.74,47,Excellent,5.7,48.0,0.045,6.4,304.89,833.1
Jiangsu,Nanjing,2024-11-01,42.25,173.16,13.65,44.12,38.72,5.81,1.52,21.18,40.47,1.0,6.84,3.18,59,Good,3.6,53.1,0.204,6.18,307.77,834.5
Jiangsu,Nanjing,2024-12-01,68.51,78.8,26.4,48.4,48.69,8.24,2.46,27.5,57.01,1.87,9.59,1.31,92,Good,6.7,54.8,0.049,6.11,305.72,828.6
Jiangsu,Nanjing,2025-01-01,44.42,111.33,30.65,38.84,51.71,22.13,2.07,16.35,49.26,3.74,6.25,2.14,62,Good,6.6,47.7,0.0,5.67,312.67,830.9
Jiangsu,Nanjing,2025-02-01,66.64,142.96,8.99,14.59,28.28,12.62,0.92,17.98,30.52,1.85,8.56,2.54,90,Good,7.9,42.0,0.12,6.07,309.05,837.8
Jiangsu,Nanjing,2025-03-01,36.11,102.05,7.91,34.42,33.57,11.88,1.57,12.53,28.91,1.43,3.22,2.21,51,Good,13.9,61.6,0.081,6.12,307.63,835.8
Jiangsu,Nanjing,2025-04-01,55.34,118.21,15.49,31.76,17.79,9.89,1.3,12.0,32.04,0.68,2.72,0.62,75,Good,13.8,74.1,0.0,5.35,316.92,830.9
Jiangsu,Nanjing,2025-05-01,40.19,101.8,5.99,19.3,13.61,8.18,0.67,13.13,18.5,1.71,2.0,1.11,56,Good,14.3,69.5,0.0,5.96,309.28,833.8
Jiangsu,Nanjing,2025-06-01,29.61,86.85,11.98,19.66,22.72,8.79,0.78,9.47,28.72,1.03,3.19,0.74,42,Excellent,6.0,78.2,0.062,5.68,311.31,835.7
Jiangsu,Nanjing,2025-07-01,31.36,68.9,4.59,9.47,21.23,10.65,1.02,13.99,19.06,0.78,1.78,0.43,45,Excellent,6.5,69.0,0.13,5.68,311.55,830.7
Jiangsu,Nanjing,2025-08-01,30.19,94.82,15.15,18.13,3.61,5.81,0.41,10.89,6.48,2.15,4.41,0.91,43,Excellent,6.6,74.4,0.013,6.15,306.6,832.7
Jiangsu,Nanjing,2025-09-01,22.06,59.45,1.76,18.06,21.43,6.28,1.35,14.18,25.0,2.29,3.56,0.62,32,Excellent,7.0,65.9,0.091,5.43,309.36,836.7
Jiangsu,Nanjing,2025-10-01,46.96,98.61,7.19,27.1,15.58,8.66,0.8,13.3,27.25,1.65,2.05,0.76,65,Good,5.4,65.3,0.251,6.13,312.0,833.2
Jiangsu,Nanjing,2025-11-01,69.88,142.22,14.6,16.97,49.92,24.63,1.74,11.31,28.48,4.29,7.04,1.35,94,Good,8.2,49.7,0.053,5.1,304.85,834.5
Jiangsu,Nanjing,2025-12-01,57.6,91.38,14.42,31.1,26.02,22.66,2.91,35.9,52.73,4.03,2.96,1.18,78,Good,3.2,54.8,0.032,6.53,317.07,835.2
Jiangsu,Nantong,2014-01-01,130.2,286.87,37.65,37.11,24.7,26.71,1.23,42.68,29.64,5.25,7.04,3.44,171,Moderately Polluted,9.1,32.4,0.031,6.62,258.22,784.5
Jiangsu,Nantong,2014-02-01,127.29,219.25,21.49,70.15,56.22,35.85,3.46,35.49,30.41,3.96,10.22,1.94,167,Moderately Polluted,5.9,50.7,0.131,5.67,257.26,789.3
Jiangsu,Nantong,2014-03-01,49.71,155.86,15.84,46.85,38.52,28.23,0.89,27.06,53.48,2.16,4.96,2.58,68,Good,8.6,44.7,0.057,5.85,257.33,788.7
Jiangsu,Nantong,2014-04-01,83.65,120.24,27.34,45.08,26.26,21.9,2.48,25.72,36.6,3.14,6.86,1.68,111,Lightly Polluted,11.1,48.4,0.405,5.26,266.0,795.8
Jiangsu,Nantong,2014-05-01,92.5,113.67,25.62,38.62,12.35,17.24,0.9,19.58,51.98,2.3,8.24,1.6,122,Lightly Polluted,12.5,65.3,0.126,6.22,259.15,790.2
Jiangsu,Nantong,2014-06-01,33.38,144.16,12.28,25.83,27.56,14.53,1.4,13.77,33.88,3.59,2.91,1.9,48,Excellent,7.5,69.1,0.248,6.02,259.1,790.3
Jiangsu,Nantong,2014-07-01,65.02,50.56,9.02,15.62,8.58,20.58,1.72,13.76,23.3,0.77,6.03,1.13,87,Good,5.5,80.8,0.22,5.61,263.69,788.8
Jiangsu,Nantong,2014-08-01,44.44,90.62,15.65,26.51,31.56,19.66,1.35,7.57,23.93,1.42,7.87,0.8,62,Good,12.7,82.0,0.166,5.82,267.71,792.9
Jiangsu,Nantong,2014-09-01,77.22,77.54,25.62,34.36,23.1,9.41,1.06,13.1,38.84,1.91,3.2,2.71,103,Lightly Polluted,7.8,69.1,0.155,5.58,256.75,788.4
Jiangsu,Nantong,2014-10-01,91.61,164.01,27.35,39.32,26.26,26.4,2.42,18.14,56.69,2.28,5.71,1.54,121,Lightly Polluted,6.1,57.1,0.324,5.88,256.7,790.3
Jiangsu,Nantong,2014-11-01,95.75,148.01,15.01,53.42,71.88,41.84,3.45,35.11,55.33,6.04,14.34,2.04,126,Lightly Polluted,7.0,61.3,0.078,6.01,258.06,789.4
Jiangsu,Nantong,2014-12-01,130.17,284.6,54.66,31.41,21.6,44.46,3.24,29.76,76.92,7.08,10.67,1.5,171,Moderately Polluted,9.4,51.5,0.375,5.65,259.3,790.4
Jiangsu,Nantong,2015-01-01,97.33,192.61,57.21,49.08,83.29,36.6,3.01,39.02,67.61,3.24,5.36,3.25,128,Lightly Polluted,7.0,42.8,0.074,5.4,266.32,794.1
Jiangsu,Nantong,2015-02-01,118.85,288.5,44.69,51.76,57.62,28.1,4.02,46.96,72.63,5.82,12.15,4.14,155,Moderately Polluted,5.7,41.3,0.234,6.44,263.27,791.8
Jiangsu,Nantong,2015-03-01,93.82,192.12,25.31,42.32,37.47,9.2,2.86,19.86,49.54,3.41,3.78,2.54,123,Lightly Polluted,12.4,66.4,0.13,5.46,269.67,794.2
Jiangsu,Nantong,2015-04-01,76.83,92.46,26.71,43.61,47.06,20.5,2.06,11.91,24.27,1.94,11.19,1.82,102,Lightly Polluted,9.0,49.3,0.227,4.89,263.46,796.5
Jiangsu,Nantong,2015-05-01,59.8,93.66,20.58,15.09,20.03,3.81,1.18,26.19,26.37,2.34,4.65,2.44,81,Good,10.2,47.7,0.107,5.15,262.86,794.2
Jiangsu,Nantong,2015-06-01,54.1,153.82,7.6,30.1,13.47,20.81,1.6,21.77,42.38,1.95,6.58,1.99,74,Good,10.6,55.6,0.112,5.62,266.61,794.2
Jiangsu,Nantong,2015-07-01,47.75,126.92,21.89,15.74,18.19,13.18,0.36,14.63,40.61,1.89,7.32,1.98,66,Good,7.2,69.9,0.187,5.28,263.2,793.7
Jiangsu,Nantong,2015-08-01,53.43,124.86,8.2,33.25,28.67,14.04,1.58,8.35,22.69,1.24,1.35,1.53,73,Good,9.9,65.1,0.169,5.84,265.48,796.5
Jiangsu,Nantong,2015-09-01,34.27,159.18,23.99,31.78,26.57,17.4,1.37,14.96,39.59,1.5,8.77,1.9,49,Excellent,9.5,71.1,0.094,5.26,263.49,791.3
Jiangsu,Nantong,2015-10-01,69.45,119.4,26.02,35.1,46.14,29.7,0.88,28.88,26.35,1.43,3.58,1.32,93,Good,10.5,45.9,0.237,4.78,273.78,794.1
Jiangsu,Nantong,2015-11-01,111.02,166.54,15.68,38.82,35.2,34.57,3.52,48.79,56.46,5.78,12.61,3.56,145,Lightly Polluted,7.5,55.7,0.225,5.44,259.61,798.1
Jiangsu,Nantong,2015-12-01,128.92,118.98,50.12,80.84,51.13,38.17,4.27,31.36,65.62,7.35,6.47,5.55,170,Moderately Polluted,7.0,48.5,0.165,5.77,266.93,793.7
Jiangsu,Nantong,2016-01-01,172.41,134.69,39.45,78.27,72.75,42.89,3.7,21.75,74.23,6.76,10.54,3.24,222,Heavily Polluted,8.3,55.6,0.113,4.13,269.48,794.5
Jiangsu,Nantong,2016-02-01,73.72,161.27,41.94,69.2,73.97,32.16,2.21,33.17,63.97,2.22,8.85,4.29,98,Good,8.5,48.2,0.28,4.76,280.31,801.4
Jiangsu,Nantong,2016-03-01,72.53,133.04,35.21,31.46,33.96,21.23,2.4,34.16,38.55,3.75,11.49,3.46,97,Good,12.8,61.3,0.037,4.83,270.41,804.2
Jiangsu,Nantong,2016-04-01,95.86,101.78,15.9,26.79,25.0,17.5,2.04,9.12,49.48,3.12,11.87,1.65,126,Lightly Polluted,7.8,40.5,0.14,5.44,264.94,797.6
Jiangsu,Nantong,2016-05-01,40.02,150.15,19.38,45.73,4.38,12.77,1.83,16.24,26.18,2.95,7.94,1.46,56,Good,7.7,54.4,0.17,5.41,266.2,798.0
Jiangsu,Nantong,2016-06-01,39.85,127.63,6.46,25.76,34.95,8.0,1.27,13.06,34.34,3.73,7.05,1.71,56,Good,11.3,72.4,0.179,6.29,266.49,799.9
Jiangsu,Nantong,2016-07-01,31.48,54.53,10.47,20.13,42.7,18.1,1.26,13.64,43.41,1.53,7.31,2.46,45,Excellent,11.0,79.1,0.118,6.33,267.32,796.9
Jiangsu,Nantong,2016-08-01,48.29,49.72,11.16,15.07,16.67,16.84,1.5,20.76,26.22,2.22,3.46,0.42,66,Good,7.0,75.4,0.115,5.85,270.65,795.1
Jiangsu,Nantong,2016-09-01,40.33,59.09,3.85,26.8,23.96,9.33,1.17,6.66,24.5,0.44,8.24,1.28,56,Good,10.4,72.6,0.145,4.51,267.84,796.2
Jiangsu,Nantong,2016-10-01,50.62,160.97,12.68,52.7,48.05,13.86,2.11,17.65,16.49,1.77,4.64,3.39,69,Good,6.4,59.4,0.163,4.59,266.7,793.0
Jiangsu,Nantong,2016-11-01,115.85,247.37,25.07,54.15,56.25,26.86,3.31,21.26,37.75,2.97,5.42,4.68,151,Moderately Polluted,9.9,55.8,0.261,6.29,267.76,795.4
Jiangsu,Nantong,2016-12-01,72.13,253.14,26.52,62.71,50.85,19.57,1.52,53.84,90.85,5.5,4.91,2.3,96,Good,7.9,40.9,0.079,5.62,266.15,795.2
Jiangsu,Nantong,2017-01-01,64.66,135.83,50.32,27.19,67.46,36.31,1.88,44.19,27.01,4.62,18.05,5.05,87,Good,8.9,49.0,0.195,5.03,271.07,802.9
Jiangsu,Nantong,2017-02-01,66.82,274.48,43.77,45.02,72.91,26.4,3.68,42.81,34.96,3.53,14.27,2.52,90,Good,5.2,33.1,0.253,5.5,278.22,797.6
Jiangsu,Nantong,2017-03-01,67.56,143.77,24.99,43.35,36.79,12.13,2.1,14.81,55.26,3.79,10.26,1.95,91,Good,7.4,57.5,0.177,6.88,268.37,802.2
Jiangsu,Nantong,2017-04-01,70.3,130.58,28.64,30.63,18.32,16.58,1.93,8.92,19.81,3.97,11.39,2.82,94,Good,9.3,65.3,0.276,5.09,274.58,797.5
Jiangsu,Nantong,2017-05-01,53.61,149.49,4.49,27.9,30.74,14.7,2.31,29.85,26.86,1.22,4.07,2.88,73,Good,7.0,54.8,0.06,6.02,273.38,802.9
Jiangsu,Nantong,2017-06-01,73.63,133.68,16.82,19.71,13.76,11.07,1.79,17.08,18.95,2.05,5.57,1.69,98,Good,9.8,83.6,0.106,5.8,270.37,799.8
Jiangsu,Nantong,2017-07-01,69.19,53.27,14.82,33.37,32.51,16.63,1.39,13.2,31.63,2.5,3.22,1.72,93,Good,9.7,76.7,0.051,5.75,267.46,802.1
Jiangsu,Nantong,2017-08-01,41.08,113.08,18.49,20.68,20.24,14.07,1.66,17.92,28.15,1.51,4.01,2.11,57,Good,6.4,70.1,0.118,6.51,274.76,801.8
Jiangsu,Nantong,2017-09-01,37.07,87.27,20.19,31.14,16.21,16.36,0.85,20.0,32.8,2.76,5.47,0.96,52,Good,5.1,59.0,0.119,5.85,275.86,799.0
Jiangsu,Nantong,2017-10-01,91.13,160.55,26.12,17.15,49.87,19.38,0.91,10.64,35.22,1.9,10.49,2.84,120,Lightly Polluted,8.3,46.8,0.168,5.0,273.63,801.7
Jiangsu,Nantong,2017-11-01,72.17,228.97,19.94,35.54,37.83,30.63,1.56,27.82,57.56,4.96,7.84,3.75,96,Good,9.4,39.8,0.209,5.39,267.6,800.1
Jiangsu,Nantong,2017-12-01,159.65,177.33,36.12,45.52,76.33,29.66,1.68,37.63,77.92,6.22,11.21,3.25,210,Heavily Polluted,4.1,35.8,0.143,6.38,275.64,799.6
Jiangsu,Nantong,2018-01-01,110.37,253.67,31.03,75.04,72.18,32.12,2.17,26.94,56.87,2.77,16.56,4.69,144,Lightly Polluted,10.0,39.9,0.054,5.51,285.6,807.4
Jiangsu,Nantong,2018-02-01,134.41,194.79,24.28,50.98,73.67,36.84,2.49,43.92,41.29,4.72,5.05,3.76,178,Moderately Polluted,8.3,38.2,0.22,5.48,277.92,802.6
Jiangsu,Nantong,2018-03-01,45.34,124.96,26.66,51.67,45.53,27.9,0.84,29.27,26.98,1.89,6.46,1.43,63,Good,6.4,49.6,0.0,6.65,277.77,804.6
Jiangsu,Nantong,2018-04-01,43.78,136.09,18.92,38.58,37.96,4.7,0.82,30.31,39.22,1.85,5.72,1.61,61,Good,12.4,39.5,0.101,5.42,280.7,805.3
Jiangsu,Nantong,2018-05-01,84.36,135.76,17.02,33.59,32.58,21.29,1.67,18.56,12.72,1.99,5.57,2.11,112,Lightly Polluted,7.0,45.6,0.208,5.38,283.96,802.3
Jiangsu,Nantong,2018-06-01,32.62,73.31,10.06,25.23,29.91,9.96,0.93,15.75,39.18,2.24,3.07,1.0,47,Excellent,10.2,76.0,0.097,5.04,286.39,805.2
Jiangsu,Nantong,2018-07-01,54.3,117.16,18.02,16.73,11.11,14.86,0.48,15.22,20.85,3.22,3.48,1.22,74,Good,11.2,88.9,0.089,5.67,282.19,800.8
Jiangsu,Nantong,2018-08-01,61.42,127.63,16.28,27.06,7.44,9.54,0.98,11.76,31.68,1.54,7.39,2.3,83,Good,13.0,64.5,0.075,4.49,284.47,807.8
Jiangsu,Nantong,2018-09-01,59.66,142.17,18.27,34.17,28.01,4.27,0.88,10.44,24.42,3.58,2.83,1.86,81,Good,7.8,76.4,0.218,5.49,279.41,805.3
Jiangsu,Nantong,2018-10-01,47.41,80.96,8.36,21.42,17.83,11.6,1.33,25.14,31.82,3.37,6.9,3.37,65,Good,4.2,64.7,0.162,5.67,275.02,802.1
Jiangsu,Nantong,2018-11-01,107.08,204.94,38.73,34.63,19.25,27.93,2.25,43.85,31.53,4.62,11.63,1.95,140,Lightly Polluted,6.0,44.2,0.051,5.6,272.11,809.9
Jiangsu,Nantong,2018-12-01,138.64,167.67,34.65,56.91,29.85,23.36,3.73,34.25,41.89,2.62,6.92,5.37,184,Moderately Polluted,6.8,38.3,0.107,6.12,278.83,804.8
Jiangsu,Nantong,2019-01-01,112.96,313.84,25.42,48.08,59.07,24.69,2.33,18.03,65.93,2.03,4.75,1.61,147,Lightly Polluted,6.9,60.5,0.005,5.88,285.51,805.1
Jiangsu,Nantong,2019-02-01,132.93,159.0,20.0,43.99,65.71,29.97,3.56,45.91,71.42,5.69,14.76,2.52,175,Moderately Polluted,11.2,54.7,0.053,5.72,286.81,811.6
Jiangsu,Nantong,2019-03-01,71.34,131.43,40.67,39.02,47.98,13.5,2.66,19.78,32.48,1.38,4.04,2.66,95,Good,6.8,44.0,0.297,5.21,280.85,813.0
Jiangsu,Nantong,2019-04-01,78.72,193.39,12.23,29.41,19.34,24.57,1.08,11.92,48.83,4.31,10.16,0.81,104,Lightly Polluted,11.9,57.1,0.106,5.47,274.48,808.8
Jiangsu,Nantong,2019-05-01,69.8,54.65,8.89,27.29,28.54,18.62,0.95,27.93,27.87,3.42,8.78,0.64,93,Good,8.7,72.0,0.149,6.75,282.84,813.3
Jiangsu,Nantong,2019-06-01,47.71,132.74,5.82,28.26,34.48,10.69,1.48,23.5,24.27,2.88,2.11,1.64,66,Good,12.1,64.4,0.037,5.51,289.96,809.6
Jiangsu,Nantong,2019-07-01,41.99,85.14,17.3,12.41,25.22,5.32,1.48,9.38,45.02,2.46,5.37,1.8,59,Good,7.8,78.6,0.136,5.49,288.11,811.4
Jiangsu,Nantong,2019-08-01,35.25,108.92,11.91,24.46,28.06,8.93,1.84,18.62,24.41,1.7,6.47,1.0,50,Excellent,11.9,90.8,0.19,5.81,277.32,808.2
Jiangsu,Nantong,2019-09-01,44.77,80.55,25.61,13.75,14.5,6.41,1.61,14.69,24.88,3.21,2.26,1.24,62,Good,6.4,78.8,0.053,5.48,286.34,808.5
Jiangsu,Nantong,2019-10-01,59.08,89.34,14.73,41.65,41.97,14.7,1.29,26.47,30.61,1.11,10.87,1.57,80,Good,3.5,51.4,0.233,5.93,280.82,811.2
Jiangsu,Nantong,2019-11-01,124.92,146.85,44.18,40.01,45.51,21.33,2.72,33.3,50.19,4.77,14.91,3.52,164,Moderately Polluted,5.7,62.5,0.115,6.36,286.21,804.2
Jiangsu,Nantong,2019-12-01,128.25,323.2,23.52,59.3,41.35,24.8,1.46,41.24,25.87,4.73,14.3,2.96,169,Moderately Polluted,5.2,49.5,0.166,5.84,289.33,811.4
Jiangsu,Nantong,2020-01-01,84.73,127.27,13.12,25.71,46.46,14.05,2.29,34.89,41.29,3.99,13.12,2.82,112,Lightly Polluted,8.7,50.1,0.02,5.98,282.71,813.8
Jiangsu,Nantong,2020-02-01,19.35,41.17,2.47,16.3,5.78,6.19,0.41,5.09,19.91,1.93,1.94,0.9,28,Excellent,9.7,49.2,0.209,6.09,293.67,812.6
Jiangsu,Nantong,2020-03-01,39.9,48.99,10.94,18.85,23.99,6.36,0.76,9.49,11.55,1.64,1.54,1.42,56,Good,10.7,51.6,0.014,6.49,291.44,815.2
Jiangsu,Nantong,2020-04-01,33.73,62.92,5.87,21.32,10.65,4.12,1.21,13.28,25.58,1.31,3.29,1.38,48,Excellent,7.7,44.3,0.113,5.78,283.96,812.1
Jiangsu,Nantong,2020-05-01,42.66,105.51,8.2,25.3,33.63,9.98,1.34,7.42,29.53,1.93,6.55,1.42,59,Good,9.8,59.1,0.008,6.36,287.55,818.2
Jiangsu,Nantong,2020-06-01,64.58,135.36,13.34,22.32,12.6,12.6,1.87,17.06,45.0,3.21,8.26,1.41,87,Good,9.7,82.9,0.132,5.79,286.03,813.3
Jiangsu,Nantong,2020-07-01,38.0,45.06,7.02,19.5,17.88,15.2,0.66,14.72,24.77,3.15,7.34,1.32,54,Good,9.1,79.9,0.033,5.94,282.84,810.7
Jiangsu,Nantong,2020-08-01,56.12,28.42,25.83,14.77,19.51,9.93,0.79,16.42,30.22,2.61,6.56,1.85,76,Good,10.9,84.1,0.148,5.77,289.75,814.1
Jiangsu,Nantong,2020-09-01,63.28,88.42,3.55,23.99,21.09,14.34,1.18,8.43,27.98,2.49,4.33,1.64,85,Good,4.7,61.9,0.072,5.29,287.51,809.7
Jiangsu,Nantong,2020-10-01,55.27,79.12,20.61,43.46,41.39,16.85,0.74,25.87,35.31,2.09,7.8,1.39,75,Good,6.2,62.1,0.112,5.61,289.74,811.0
Jiangsu,Nantong,2020-11-01,95.88,240.07,36.73,41.12,34.55,31.54,2.79,13.25,60.85,2.83,15.24,2.98,126,Lightly Polluted,9.4,51.2,0.157,6.3,286.83,813.5
Jiangsu,Nantong,2020-12-01,135.2,108.55,13.82,33.39,58.78,46.8,2.53,30.52,34.65,3.05,7.54,1.55,179,Moderately Polluted,5.4,47.1,0.234,5.84,289.36,811.0
Jiangsu,Nantong,2021-01-01,124.0,185.49,51.59,33.67,61.34,38.87,1.84,48.4,31.32,4.58,12.49,4.42,163,Moderately Polluted,3.9,55.5,0.058,5.92,286.3,814.9
Jiangsu,Nantong,2021-02-01,73.83,133.33,41.83,52.32,72.69,12.44,1.26,11.71,24.89,5.86,12.91,4.53,99,Good,11.2,37.5,0.021,5.55,294.81,820.4
Jiangsu,Nantong,2021-03-01,52.81,118.82,24.77,39.42,42.56,14.2,2.81,13.51,24.74,3.96,6.2,2.78,72,Good,13.6,50.7,0.076,5.18,287.72,820.6
Jiangsu,Nantong,2021-04-01,60.28,93.06,15.72,37.01,50.72,19.34,1.96,17.28,33.7,1.02,4.23,0.47,82,Good,10.1,39.5,0.091,6.14,295.19,817.5
Jiangsu,Nantong,2021-05-01,83.98,150.14,11.99,24.05,26.3,21.31,2.18,4.28,21.17,3.66,6.71,0.92,111,Lightly Polluted,11.6,55.8,0.0,5.78,291.86,813.5
Jiangsu,Nantong,2021-06-01,32.96,49.78,5.81,11.43,24.5,7.94,1.2,17.17,15.47,3.69,4.56,1.02,47,Excellent,8.6,61.9,0.116,6.05,294.94,819.0
Jiangsu,Nantong,2021-07-01,53.85,128.21,18.39,22.88,8.42,12.05,1.18,7.62,24.56,1.91,4.77,1.77,73,Good,6.8,67.5,0.05,5.03,289.14,818.3
Jiangsu,Nantong,2021-08-01,51.88,54.78,12.09,23.47,14.96,9.7,0.41,8.06,20.98,1.69,7.9,0.88,71,Good,9.5,75.4,0.0,5.62,293.2,818.1
Jiangsu,Nantong,2021-09-01,59.77,93.17,7.82,20.71,14.65,16.63,1.58,24.54,30.54,2.66,4.34,2.25,81,Good,9.1,78.1,0.134,5.61,291.5,819.0
Jiangsu,Nantong,2021-10-01,37.43,67.73,10.61,26.08,21.4,13.35,1.34,25.2,36.97,1.81,5.61,2.88,53,Good,9.2,49.2,0.086,6.6,285.27,819.2
Jiangsu,Nantong,2021-11-01,126.21,109.79,23.56,58.98,45.3,32.27,1.74,25.64,20.99,3.12,11.87,1.37,166,Moderately Polluted,8.6,62.4,0.152,5.82,291.0,814.8
Jiangsu,Nantong,2021-12-01,86.52,247.23,32.34,35.7,22.17,15.21,2.32,43.86,58.87,2.32,17.14,4.23,114,Lightly Polluted,6.0,37.8,0.0,5.69,290.8,819.3
Jiangsu,Nantong,2022-01-01,134.8,147.24,38.8,53.38,61.11,39.33,1.75,50.27,36.07,4.15,12.01,3.96,178,Moderately Polluted,4.3,38.4,0.115,5.72,296.38,820.3
Jiangsu,Nantong,2022-02-01,84.64,98.43,24.16,57.85,43.01,22.35,3.21,43.47,51.69,2.48,9.74,3.71,112,Lightly Polluted,9.7,51.3,0.017,5.83,290.74,822.5
Jiangsu,Nantong,2022-03-01,67.29,170.53,29.1,36.23,25.57,13.68,0.73,28.09,31.42,4.59,7.01,1.3,90,Good,6.1,64.3,0.063,6.04,301.19,823.0
Jiangsu,Nantong,2022-04-01,90.21,70.28,13.12,30.58,11.56,18.52,1.9,7.03,13.58,1.99,7.99,0.63,119,Lightly Polluted,7.9,50.0,0.019,6.01,300.32,820.9
