Division,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Dhaka,Narayanganj,2020-12-01,422.0,869.06,110.9,153.21,191.87,43.76,4.89,89.51,124.25,12.87,46.33,1.9,438,Hazardous,5.1,78.5,0.154,5.96,71.24,2094.1
Dhaka,Narayanganj,2021-01-01,422.4,710.58,117.23,111.84,148.15,80.0,15.0,64.91,171.43,11.58,44.35,10.59,438,Hazardous,6.3,69.4,0.158,8.53,75.28,2113.7
Dhaka,Narayanganj,2021-02-01,592.72,897.68,107.52,108.16,192.6,70.03,13.31,100.0,113.89,16.49,17.04,3.9,500,Hazardous,5.2,56.4,0.135,6.48,72.37,2106.8
Dhaka,Narayanganj,2021-03-01,250.46,459.86,106.13,138.76,118.3,32.11,6.08,75.49,101.71,8.81,18.62,8.91,301,Hazardous,4.9,61.6,0.127,6.92,74.12,2115.2
Dhaka,Narayanganj,2021-04-01,294.28,391.46,80.66,94.69,105.55,56.79,10.91,96.31,89.99,7.02,14.73,4.08,336,Hazardous,6.6,62.5,0.151,6.13,75.0,2119.6
Dhaka,Narayanganj,2021-05-01,205.62,179.28,28.46,78.4,48.71,53.11,4.6,49.88,82.84,7.13,4.61,4.45,256,Very Unhealthy,13.4,75.1,0.182,5.25,76.03,2108.6
Dhaka,Narayanganj,2021-06-01,138.03,125.72,45.45,80.39,48.9,17.22,3.19,41.94,34.9,1.77,12.23,1.27,194,Unhealthy,9.0,89.5,0.137,6.57,73.89,2111.9
Dhaka,Narayanganj,2021-07-01,115.36,160.13,26.51,35.51,33.56,24.92,2.22,25.52,42.29,3.29,5.31,4.0,182,Unhealthy,12.6,85.4,0.12,6.03,73.62,2106.2
Dhaka,Narayanganj,2021-08-01,62.97,215.77,20.39,67.67,48.12,16.05,3.5,22.73,54.99,5.76,12.83,2.63,155,Unhealthy,9.7,84.1,0.162,6.88,73.97,2123.9
Dhaka,Narayanganj,2021-09-01,154.78,188.3,44.85,63.55,77.4,14.26,1.68,23.91,60.38,3.95,14.47,5.27,205,Very Unhealthy,7.3,85.9,0.165,5.3,74.16,2114.4
Dhaka,Narayanganj,2021-10-01,74.38,251.46,40.28,65.77,78.05,32.08,5.28,20.13,73.86,8.41,28.23,1.15,161,Unhealthy,3.6,69.9,0.124,4.91,75.52,2110.1
Dhaka,Narayanganj,2021-11-01,247.75,789.27,85.08,133.35,123.39,77.89,4.33,62.27,66.74,7.7,33.16,8.54,297,Very Unhealthy,4.4,66.0,0.2,6.18,74.57,2108.7
Dhaka,Narayanganj,2021-12-01,662.42,804.42,96.28,153.75,105.88,80.0,15.0,93.07,114.39,6.75,39.73,2.89,500,Hazardous,3.7,63.6,0.11,5.95,75.65,2115.5
Dhaka,Narayanganj,2022-01-01,588.8,616.72,111.04,135.23,200.0,74.59,15.0,52.94,116.77,13.61,21.34,10.43,500,Hazardous,6.7,61.6,0.143,6.1,76.55,2124.7
Dhaka,Narayanganj,2022-02-01,368.58,843.46,78.84,160.56,200.0,79.54,15.0,100.0,136.37,11.01,39.13,13.2,395,Hazardous,4.1,62.8,0.152,4.9,77.5,2143.8
Dhaka,Narayanganj,2022-03-01,325.66,457.01,106.7,160.45,179.98,54.68,10.46,87.69,74.28,5.16,11.3,6.31,361,Hazardous,4.3,63.8,0.164,5.41,78.01,2136.4
Dhaka,Narayanganj,2022-04-01,400.91,723.85,79.81,96.12,139.61,60.4,8.97,33.82,121.55,7.79,24.62,7.29,421,Hazardous,5.8,79.3,0.153,6.18,76.63,2129.2
Dhaka,Narayanganj,2022-05-01,192.57,172.58,65.85,58.94,45.52,24.14,4.98,36.15,81.37,9.73,8.48,4.53,243,Very Unhealthy,5.7,73.6,0.182,6.63,76.35,2130.4
Dhaka,Narayanganj,2022-06-01,126.61,230.46,39.64,68.26,49.11,35.96,2.16,33.32,73.74,3.44,5.48,1.73,188,Unhealthy,15.0,92.2,0.134,5.14,77.52,2132.6
Dhaka,Narayanganj,2022-07-01,110.59,198.47,29.96,56.02,72.15,25.44,1.92,35.26,37.28,3.81,5.72,3.41,179,Unhealthy,6.6,86.0,0.141,6.89,75.0,2142.0
Dhaka,Narayanganj,2022-08-01,118.72,192.98,16.28,70.36,70.57,13.29,1.39,22.37,50.1,3.88,14.22,4.36,184,Unhealthy,7.5,97.9,0.131,7.14,78.71,2141.0
Dhaka,Narayanganj,2022-09-01,91.6,157.68,38.13,58.92,72.91,30.89,4.2,41.0,35.99,3.31,15.64,5.03,170,Unhealthy,9.0,94.1,0.103,5.76,78.11,2139.5
Dhaka,Narayanganj,2022-10-01,96.61,230.22,46.33,82.9,112.92,17.68,3.93,44.01,75.17,5.39,20.86,2.75,172,Unhealthy,4.6,69.3,0.126,6.28,74.73,2138.8
Dhaka,Narayanganj,2022-11-01,434.76,515.2,93.75,132.2,70.28,36.85,9.46,79.59,111.69,3.68,34.78,7.82,448,Hazardous,5.2,70.4,0.102,5.5,78.86,2130.0
Dhaka,Narayanganj,2022-12-01,456.26,527.32,101.55,149.27,172.9,34.64,14.74,100.0,114.84,4.55,28.82,3.46,465,Hazardous,0.5,56.9,0.169,6.01,76.43,2145.7
Dhaka,Narayanganj,2023-01-01,649.23,715.07,78.84,128.88,188.59,80.0,15.0,97.56,197.01,6.7,25.4,3.4,500,Hazardous,2.4,72.7,0.161,5.45,80.09,2152.9
Dhaka,Narayanganj,2023-02-01,361.78,858.48,56.35,133.24,130.25,80.0,6.16,100.0,175.16,10.4,10.07,9.11,390,Hazardous,3.8,56.5,0.133,4.95,79.9,2164.6
Dhaka,Narayanganj,2023-03-01,301.91,811.98,104.75,104.05,129.04,73.46,4.34,41.69,107.69,13.38,39.63,4.02,342,Hazardous,4.0,58.0,0.102,3.63,81.15,2166.4
Dhaka,Narayanganj,2023-04-01,290.21,473.4,47.45,133.48,84.19,33.04,3.55,77.67,104.87,2.73,20.62,1.61,333,Hazardous,5.5,60.8,0.127,6.13,79.79,2169.6
Dhaka,Narayanganj,2023-05-01,129.42,316.53,70.0,55.98,108.36,29.32,5.02,51.96,68.81,6.11,16.29,6.0,189,Unhealthy,7.5,67.8,0.125,7.19,80.77,2156.5
Dhaka,Narayanganj,2023-06-01,150.58,231.95,26.75,76.4,48.35,32.82,3.45,15.17,63.84,6.01,4.52,3.38,201,Very Unhealthy,14.7,94.8,0.162,7.07,80.2,2152.6
Dhaka,Narayanganj,2023-07-01,141.52,142.23,47.01,53.89,39.0,28.79,1.12,34.89,49.49,4.59,4.83,4.28,195,Unhealthy,15.0,94.2,0.144,4.28,79.13,2150.3
Dhaka,Narayanganj,2023-08-01,50.65,169.04,38.51,60.17,37.01,23.44,1.76,11.63,28.45,5.94,4.03,4.23,138,Unhealthy for Sensitive Groups,12.3,84.5,0.104,2.76,77.25,2154.8
Dhaka,Narayanganj,2023-09-01,61.16,247.37,37.84,64.06,59.63,21.71,4.04,36.95,44.71,4.84,18.16,1.99,154,Unhealthy,4.9,93.7,0.157,4.59,80.33,2164.9
Dhaka,Narayanganj,2023-10-01,131.12,373.94,60.29,105.65,113.75,37.35,3.22,37.0,72.81,9.21,21.28,6.24,190,Unhealthy,6.7,72.3,0.179,6.28,80.26,2161.3
Dhaka,Narayanganj,2023-11-01,395.33,521.5,90.72,76.16,71.53,55.63,8.39,62.05,154.39,4.51,41.1,2.08,417,Hazardous,6.2,64.3,0.167,6.89,80.73,2167.4
Dhaka,Narayanganj,2023-12-01,371.96,854.42,97.98,180.0,200.0,80.0,12.64,79.36,191.91,7.23,39.6,4.82,398,Hazardous,3.0,76.6,0.147,7.47,80.1,2166.9
Dhaka,Narayanganj,2024-01-01,188.09,524.21,69.74,180.0,175.17,71.23,11.42,100.0,152.43,6.33,49.91,7.72,238,Very Unhealthy,6.5,73.1,0.171,5.52,81.48,2176.5
Dhaka,Narayanganj,2024-02-01,433.96,766.19,75.83,90.17,200.0,66.4,15.0,100.0,127.12,12.17,14.58,9.35,447,Hazardous,4.8,71.5,0.15,6.96,81.33,2179.2
Dhaka,Narayanganj,2024-03-01,214.99,371.96,61.3,125.18,190.69,51.45,10.51,100.0,140.08,8.25,28.79,3.61,265,Very Unhealthy,10.0,55.6,0.204,7.06,81.48,2187.9
Dhaka,Narayanganj,2024-04-01,361.11,267.13,74.05,97.42,87.27,29.87,6.4,93.99,124.1,4.55,24.59,9.27,389,Hazardous,3.7,71.5,0.141,5.4,80.97,2191.6
Dhaka,Narayanganj,2024-05-01,225.66,311.61,39.13,105.17,71.78,37.27,4.56,57.22,52.91,5.89,5.39,7.74,275,Very Unhealthy,7.8,78.7,0.135,6.86,82.68,2186.7
Dhaka,Narayanganj,2024-06-01,56.74,203.06,45.16,53.83,80.13,22.01,3.54,18.79,81.73,2.96,14.45,1.93,152,Unhealthy,12.8,85.2,0.128,3.46,82.55,2183.7
Dhaka,Narayanganj,2024-07-01,67.75,107.78,17.79,62.78,69.98,33.3,1.79,20.27,65.27,6.49,5.91,1.62,157,Unhealthy,9.2,94.5,0.164,6.78,83.62,2188.6
Dhaka,Narayanganj,2024-08-01,65.23,202.8,34.74,61.52,65.41,33.16,1.42,13.23,53.48,5.18,5.5,3.9,156,Unhealthy,11.9,86.1,0.12,7.9,83.59,2190.7
Dhaka,Narayanganj,2024-09-01,123.49,253.37,21.62,41.4,65.5,40.27,1.26,23.61,51.48,2.45,19.87,3.81,186,Unhealthy,11.8,84.3,0.092,4.84,81.43,2180.8
Dhaka,Narayanganj,2024-10-01,95.35,223.64,70.1,91.26,109.2,33.85,4.39,35.55,54.78,8.25,22.81,6.75,172,Unhealthy,6.4,79.3,0.1,5.86,82.26,2189.2
Dhaka,Narayanganj,2024-11-01,421.37,588.27,98.47,80.3,185.94,75.52,11.24,54.29,79.49,4.03,20.55,4.44,437,Hazardous,2.7,64.0,0.104,5.66,81.55,2185.1
Dhaka,Narayanganj,2024-12-01,387.31,552.88,105.96,99.84,101.92,80.0,10.91,66.32,195.16,4.5,22.8,4.97,410,Hazardous,1.4,63.7,0.125,7.28,83.85,2172.2
Dhaka,Narayanganj,2025-01-01,421.83,545.03,82.44,180.0,118.15,80.0,5.67,100.0,200.0,13.74,36.19,13.25,438,Hazardous,6.4,71.4,0.139,6.3,84.74,2199.8
Dhaka,Narayanganj,2025-02-01,414.3,793.42,76.7,180.0,160.32,68.49,13.36,100.0,157.81,11.71,22.11,13.24,432,Hazardous,6.5,48.5,0.169,7.09,86.12,2206.7
Dhaka,Narayanganj,2025-03-01,274.54,563.12,74.6,135.78,124.1,55.61,9.06,100.0,87.44,4.24,8.95,8.89,320,Hazardous,4.3,45.4,0.113,5.98,86.43,2217.6
Dhaka,Narayanganj,2025-04-01,146.7,604.01,63.18,119.11,115.91,30.01,11.12,100.0,84.78,11.31,13.98,3.32,198,Unhealthy,1.4,61.2,0.161,3.94,87.65,2203.4
Dhaka,Narayanganj,2025-05-01,129.71,244.39,51.2,91.82,62.15,21.68,5.54,42.26,60.6,3.9,26.67,7.3,189,Unhealthy,13.7,77.2,0.174,6.45,85.0,2203.7
Dhaka,Narayanganj,2025-06-01,138.18,125.1,23.76,73.17,90.12,39.38,1.84,28.3,65.92,3.64,16.57,3.35,194,Unhealthy,9.1,85.7,0.166,5.38,83.36,2203.3
Dhaka,Narayanganj,2025-07-01,99.53,113.01,21.25,61.43,41.42,14.26,3.18,29.22,67.0,3.16,14.24,1.54,174,Unhealthy,15.5,87.4,0.184,4.7,85.78,2202.2
Dhaka,Narayanganj,2025-08-01,96.32,181.47,19.21,73.64,46.29,19.06,3.69,34.97,56.82,5.55,7.38,4.97,172,Unhealthy,13.0,93.6,0.122,4.8,83.96,2220.8
Dhaka,Narayanganj,2025-09-01,106.5,133.24,42.53,81.14,95.7,39.09,3.49,20.26,56.27,5.23,13.79,4.21,177,Unhealthy,9.3,78.6,0.165,5.88,84.44,2201.3
Dhaka,Narayanganj,2025-10-01,117.65,184.35,59.99,84.22,91.98,18.4,4.15,59.97,98.05,2.97,22.32,1.47,183,Unhealthy,9.0,82.3,0.136,6.59,83.94,2208.1
Dhaka,Narayanganj,2025-11-01,199.72,517.24,57.18,70.71,116.31,35.96,6.05,90.71,114.06,12.05,40.26,10.5,250,Very Unhealthy,3.6,75.0,0.136,7.55,86.57,2209.5
Dhaka,Narayanganj,2025-12-01,370.47,856.5,92.75,174.5,200.0,35.43,12.12,100.0,139.08,13.42,40.1,12.27,397,Hazardous,2.0,70.0,0.179,8.85,84.87,2207.6
Dhaka,Narsingdi,2014-01-01,216.83,605.35,44.25,117.23,129.02,29.36,5.97,50.65,98.87,16.49,19.79,12.01,267,Very Unhealthy,2.6,55.7,0.132,5.77,55.82,1943.3
Dhaka,Narsingdi,2014-02-01,536.83,833.51,85.99,160.75,169.24,63.44,6.24,97.44,87.31,14.62,36.18,2.25,500,Hazardous,6.0,66.2,0.134,6.65,54.13,1946.6
Dhaka,Narsingdi,2014-03-01,339.75,244.02,57.37,94.43,99.2,51.66,6.85,90.98,105.91,7.11,8.98,3.5,372,Hazardous,3.1,58.1,0.139,7.57,53.75,1951.6
Dhaka,Narsingdi,2014-04-01,158.4,540.49,42.15,70.16,116.4,36.92,7.84,62.87,87.15,4.4,22.92,2.78,209,Very Unhealthy,12.5,57.1,0.12,8.3,55.43,1952.5
Dhaka,Narsingdi,2014-05-01,93.97,197.72,21.22,60.9,78.73,16.79,4.44,37.52,88.54,6.6,11.49,3.63,171,Unhealthy,12.2,86.5,0.184,6.71,55.18,1952.0
Dhaka,Narsingdi,2014-06-01,58.1,159.65,34.4,44.45,48.82,25.78,2.0,23.51,49.36,1.94,6.56,2.3,152,Unhealthy,15.8,90.4,0.179,6.43,52.78,1942.5
Dhaka,Narsingdi,2014-07-01,113.79,172.64,11.37,38.93,31.62,23.51,2.24,30.09,50.58,4.31,7.01,3.85,181,Unhealthy,7.8,96.5,0.111,5.49,55.85,1958.0
Dhaka,Narsingdi,2014-08-01,39.59,76.59,32.63,44.12,28.2,16.77,1.64,25.86,26.95,4.94,4.87,1.92,111,Unhealthy for Sensitive Groups,8.3,95.3,0.163,4.91,55.69,1952.7
Dhaka,Narsingdi,2014-09-01,117.63,210.81,26.41,53.05,49.3,20.39,2.39,32.42,39.66,1.58,11.36,3.19,183,Unhealthy,4.5,85.5,0.145,5.35,53.44,1950.4
Dhaka,Narsingdi,2014-10-01,158.72,307.57,50.46,92.78,45.69,16.72,2.75,32.95,35.0,4.86,10.49,2.26,209,Very Unhealthy,6.0,82.8,0.133,3.34,55.62,1938.6
Dhaka,Narsingdi,2014-11-01,169.33,732.92,49.44,56.67,67.18,21.86,11.57,61.68,103.39,8.64,23.53,3.8,220,Very Unhealthy,5.3,65.0,0.121,6.56,54.17,1947.0
Dhaka,Narsingdi,2014-12-01,281.61,901.18,74.34,165.93,152.29,75.45,9.82,100.0,161.37,6.33,9.07,8.24,326,Hazardous,2.1,70.0,0.068,5.39,54.63,1952.4
Dhaka,Narsingdi,2015-01-01,370.72,639.3,95.07,144.4,153.75,80.0,9.5,98.08,86.1,16.26,44.02,7.84,397,Hazardous,2.9,68.2,0.139,5.28,57.41,1970.5
Dhaka,Narsingdi,2015-02-01,456.81,354.94,96.7,156.87,184.71,54.82,10.46,100.0,125.17,13.09,36.63,9.48,466,Hazardous,8.1,61.0,0.152,5.21,55.41,1971.0
Dhaka,Narsingdi,2015-03-01,391.39,496.41,37.49,144.04,157.63,50.04,6.01,92.55,94.44,6.66,16.78,2.32,413,Hazardous,5.1,54.7,0.107,6.45,56.76,1975.0
Dhaka,Narsingdi,2015-04-01,293.99,323.3,25.57,83.19,79.62,43.24,2.64,81.9,62.15,2.71,28.03,3.95,336,Hazardous,6.1,58.2,0.171,7.05,56.76,1974.3
Dhaka,Narsingdi,2015-05-01,127.62,172.37,61.16,46.62,59.08,35.14,2.96,41.18,73.48,2.76,16.32,2.82,188,Unhealthy,15.4,68.1,0.13,6.12,57.8,1971.0
Dhaka,Narsingdi,2015-06-01,99.58,130.65,46.02,48.03,64.73,20.45,3.14,27.93,29.76,1.95,9.49,1.63,174,Unhealthy,10.1,82.8,0.105,5.66,56.51,1972.3
Dhaka,Narsingdi,2015-07-01,40.33,187.68,29.22,32.01,53.43,22.02,1.58,14.8,20.99,4.88,13.19,1.02,113,Unhealthy for Sensitive Groups,10.4,97.7,0.15,5.78,56.96,1972.7
Dhaka,Narsingdi,2015-08-01,61.57,173.54,33.1,39.99,27.54,11.43,0.96,27.87,33.47,2.06,6.12,1.57,154,Unhealthy,14.7,92.6,0.166,4.69,57.02,1964.2
Dhaka,Narsingdi,2015-09-01,56.06,186.1,22.63,61.14,67.14,29.52,3.06,22.73,65.87,5.26,9.79,4.48,151,Unhealthy,7.5,90.8,0.143,3.61,57.19,1976.3
Dhaka,Narsingdi,2015-10-01,161.29,248.39,42.41,67.51,113.94,19.62,3.27,46.48,71.16,5.43,19.77,1.38,212,Very Unhealthy,5.0,82.5,0.141,6.7,59.24,1978.6
Dhaka,Narsingdi,2015-11-01,356.13,621.56,60.44,100.84,60.97,47.15,6.77,100.0,80.87,8.7,35.39,7.65,385,Hazardous,5.8,67.6,0.14,7.33,56.22,1970.5
Dhaka,Narsingdi,2015-12-01,168.64,423.16,48.44,75.48,125.53,23.65,13.7,96.59,157.82,12.13,35.07,10.69,219,Very Unhealthy,2.6,66.0,0.114,7.12,58.53,1975.9
Dhaka,Narsingdi,2016-01-01,363.48,452.22,46.39,128.82,154.03,28.28,5.57,100.0,98.93,12.26,26.52,2.71,391,Hazardous,3.7,57.7,0.194,7.25,59.97,1999.3
Dhaka,Narsingdi,2016-02-01,223.84,365.13,63.97,141.08,190.16,56.24,6.25,62.53,98.75,12.97,14.22,3.5,274,Very Unhealthy,5.7,59.6,0.145,6.39,59.11,1992.7
Dhaka,Narsingdi,2016-03-01,407.62,507.45,81.57,80.8,73.37,32.21,5.29,36.44,73.73,3.84,29.58,6.12,426,Hazardous,5.2,48.1,0.167,4.95,58.05,2003.0
Dhaka,Narsingdi,2016-04-01,207.3,476.16,54.82,53.01,104.14,36.72,8.23,51.03,49.66,10.88,18.39,5.46,257,Very Unhealthy,7.4,73.2,0.175,5.76,61.86,1995.3
Dhaka,Narsingdi,2016-05-01,192.63,205.19,21.23,89.91,79.83,36.36,2.91,27.28,59.79,2.69,6.56,3.63,243,Very Unhealthy,12.5,78.8,0.185,5.77,60.42,2004.6
Dhaka,Narsingdi,2016-06-01,48.3,211.62,38.85,36.02,43.25,10.84,2.93,25.89,59.32,2.84,13.45,2.94,133,Unhealthy for Sensitive Groups,12.8,84.1,0.094,4.78,62.76,1992.7
Dhaka,Narsingdi,2016-07-01,114.86,175.77,38.16,45.29,47.66,21.32,2.84,20.47,31.21,4.77,7.87,2.91,182,Unhealthy,5.3,90.7,0.107,7.41,60.02,1999.3
Dhaka,Narsingdi,2016-08-01,89.7,123.44,41.0,24.44,27.33,14.11,1.86,16.67,37.37,3.31,10.97,3.53,169,Unhealthy,11.7,94.5,0.15,6.05,61.19,2007.4
Dhaka,Narsingdi,2016-09-01,67.0,226.32,37.1,53.25,47.12,12.18,2.97,25.82,49.67,5.16,12.33,2.65,157,Unhealthy,4.7,94.9,0.142,6.77,60.23,1995.5
Dhaka,Narsingdi,2016-10-01,123.35,278.0,46.16,52.89,60.94,18.6,3.3,43.34,92.33,4.78,12.64,3.61,186,Unhealthy,10.2,84.5,0.175,7.73,60.35,2001.3
Dhaka,Narsingdi,2016-11-01,344.41,294.04,45.83,124.25,109.32,27.5,9.67,58.62,70.18,5.93,36.72,9.3,376,Hazardous,5.5,70.9,0.208,6.51,61.22,1992.0
Dhaka,Narsingdi,2016-12-01,186.77,915.18,113.75,157.92,117.22,55.84,8.33,85.56,113.81,10.09,29.73,1.79,237,Very Unhealthy,5.2,76.2,0.145,5.18,61.54,2009.0
Dhaka,Narsingdi,2017-01-01,192.0,398.65,88.5,112.47,116.09,80.0,9.97,98.4,122.68,17.59,30.47,2.49,242,Very Unhealthy,4.8,71.7,0.146,4.59,61.66,2021.0
Dhaka,Narsingdi,2017-02-01,426.8,325.73,84.3,101.62,153.43,49.58,8.65,100.0,89.6,8.38,10.46,4.17,442,Hazardous,6.4,57.8,0.139,6.31,65.16,2013.8
Dhaka,Narsingdi,2017-03-01,227.48,536.91,80.42,78.12,156.12,32.77,8.91,91.17,71.32,9.57,18.33,6.36,277,Very Unhealthy,6.8,54.5,0.138,6.95,62.65,2033.6
Dhaka,Narsingdi,2017-04-01,229.2,592.84,33.2,71.67,91.87,42.54,8.93,98.2,58.7,8.3,11.35,2.82,279,Very Unhealthy,12.7,64.0,0.167,6.01,64.02,2018.2
Dhaka,Narsingdi,2017-05-01,83.97,259.41,33.73,93.71,44.32,43.08,4.13,36.38,101.6,5.34,22.7,6.34,166,Unhealthy,9.4,78.2,0.159,4.83,62.12,2016.3
Dhaka,Narsingdi,2017-06-01,75.03,94.76,31.75,48.4,66.81,17.36,1.41,21.57,44.55,3.74,5.67,3.14,161,Unhealthy,17.3,80.3,0.134,6.08,62.81,2019.5
Dhaka,Narsingdi,2017-07-01,62.61,160.63,13.08,29.46,37.94,18.7,3.17,24.84,37.11,5.94,12.97,3.83,155,Unhealthy,15.9,89.6,0.203,5.68,63.34,2017.5
Dhaka,Narsingdi,2017-08-01,40.47,206.15,38.13,58.21,32.32,14.36,3.24,12.82,32.87,5.42,9.86,3.35,113,Unhealthy for Sensitive Groups,14.8,91.0,0.12,6.06,64.84,2015.3
Dhaka,Narsingdi,2017-09-01,91.65,185.73,21.24,71.59,50.0,32.68,2.8,28.79,57.3,2.01,3.04,3.71,170,Unhealthy,7.1,88.5,0.093,6.66,62.87,2023.5
Dhaka,Narsingdi,2017-10-01,191.9,186.98,56.21,61.0,98.01,40.66,4.38,14.78,56.68,2.61,16.45,2.4,242,Very Unhealthy,8.2,87.6,0.101,5.77,62.96,2030.2
Dhaka,Narsingdi,2017-11-01,267.27,760.08,89.09,135.22,100.4,37.34,4.24,45.26,138.32,6.89,8.91,4.17,314,Hazardous,7.1,80.1,0.128,5.76,62.52,2020.2
Dhaka,Narsingdi,2017-12-01,342.96,901.78,94.46,136.1,75.72,76.14,10.26,100.0,107.85,11.23,21.63,2.31,375,Hazardous,2.5,62.4,0.153,5.64,62.23,2030.7
Dhaka,Narsingdi,2018-01-01,461.82,842.99,113.78,146.26,87.74,80.0,4.87,100.0,177.65,5.63,15.07,10.84,470,Hazardous,3.3,66.9,0.132,5.63,65.24,2042.8
Dhaka,Narsingdi,2018-02-01,248.44,670.38,114.53,139.99,82.15,47.91,8.28,54.79,164.09,6.63,22.72,2.39,298,Very Unhealthy,4.4,56.7,0.12,4.95,67.61,2037.4
Dhaka,Narsingdi,2018-03-01,258.83,393.85,40.41,112.29,60.78,57.22,8.07,94.56,116.27,6.04,22.69,3.98,308,Hazardous,6.7,58.1,0.186,6.18,67.24,2049.3
Dhaka,Narsingdi,2018-04-01,225.84,322.35,42.64,114.41,118.96,52.75,3.64,92.11,110.87,5.96,8.04,1.23,276,Very Unhealthy,14.7,63.6,0.123,6.27,66.86,2043.0
Dhaka,Narsingdi,2018-05-01,124.64,224.98,58.75,86.4,55.74,22.93,3.43,48.33,79.36,3.38,20.94,4.01,187,Unhealthy,9.6,81.0,0.179,7.51,66.96,2047.7
Dhaka,Narsingdi,2018-06-01,85.16,171.41,31.32,60.16,68.11,25.89,2.63,36.47,48.69,3.93,7.53,1.82,166,Unhealthy,11.3,81.8,0.139,6.89,66.55,2046.3
Dhaka,Narsingdi,2018-07-01,55.57,105.77,40.33,49.06,31.64,24.24,2.34,33.08,45.16,2.79,5.12,2.93,151,Unhealthy,8.2,90.2,0.151,7.14,65.84,2046.2
Dhaka,Narsingdi,2018-08-01,82.32,139.16,24.35,57.66,41.93,11.13,1.27,9.87,26.57,3.05,3.5,1.8,165,Unhealthy,11.8,91.8,0.081,6.05,66.14,2042.5
Dhaka,Narsingdi,2018-09-01,95.92,132.89,17.09,34.6,78.87,31.26,2.7,31.36,33.39,4.59,17.61,1.76,172,Unhealthy,6.7,89.6,0.224,4.83,65.8,2054.4
Dhaka,Narsingdi,2018-10-01,182.2,251.39,57.82,64.15,54.61,15.24,3.56,32.64,98.71,6.02,23.38,5.13,232,Very Unhealthy,7.1,88.9,0.188,6.59,66.62,2045.3
Dhaka,Narsingdi,2018-11-01,456.96,353.55,56.37,118.94,140.97,49.67,10.21,100.0,64.72,11.09,34.72,3.5,466,Hazardous,3.5,76.9,0.164,6.57,65.81,2053.3
Dhaka,Narsingdi,2018-12-01,427.1,819.95,66.75,114.35,177.07,68.52,8.35,100.0,86.98,3.68,34.78,3.35,442,Hazardous,2.7,58.5,0.117,5.63,65.17,2042.1
Dhaka,Narsingdi,2019-01-01,282.91,809.54,53.37,176.16,200.0,60.97,11.73,100.0,193.32,6.64,14.9,3.13,327,Hazardous,1.9,72.9,0.183,5.86,69.64,2073.4
Dhaka,Narsingdi,2019-02-01,225.48,634.17,81.86,113.95,176.05,68.3,5.56,100.0,126.61,13.56,8.91,9.36,275,Very Unhealthy,1.9,57.0,0.142,6.04,67.69,2064.7
Dhaka,Narsingdi,2019-03-01,155.82,619.87,70.19,118.93,127.97,38.3,4.92,35.43,91.22,13.19,9.33,6.66,206,Very Unhealthy,7.8,62.0,0.181,4.99,66.73,2068.4
Dhaka,Narsingdi,2019-04-01,238.29,389.64,82.82,61.91,58.08,17.51,3.44,45.91,67.84,7.59,7.8,1.45,288,Very Unhealthy,5.5,64.8,0.139,5.51,69.13,2066.3
Dhaka,Narsingdi,2019-05-01,96.11,197.65,31.41,46.21,70.8,26.8,1.67,39.49,85.62,6.64,10.81,6.07,172,Unhealthy,15.1,77.1,0.151,4.68,69.46,2068.5
Dhaka,Narsingdi,2019-06-01,127.99,224.77,29.87,35.32,35.54,11.22,1.68,13.7,65.74,1.28,9.13,2.27,188,Unhealthy,11.0,94.9,0.138,5.41,68.71,2067.2
Dhaka,Narsingdi,2019-07-01,80.57,219.76,17.55,27.55,72.94,21.85,2.37,16.82,60.46,4.09,5.86,3.26,164,Unhealthy,13.7,97.3,0.169,6.61,69.15,2075.5
Dhaka,Narsingdi,2019-08-01,63.09,156.15,36.49,53.08,56.03,22.32,0.93,16.78,25.67,4.56,4.62,2.87,155,Unhealthy,13.9,94.6,0.154,6.02,70.22,2066.5
Dhaka,Narsingdi,2019-09-01,127.3,131.3,22.45,59.22,70.19,27.59,2.96,19.43,47.56,1.34,15.63,5.34,188,Unhealthy,11.5,85.6,0.111,6.6,67.6,2064.1
Dhaka,Narsingdi,2019-10-01,146.43,330.1,44.97,92.24,104.56,47.14,3.82,31.02,73.91,2.2,14.85,5.87,198,Unhealthy,8.8,87.2,0.136,6.32,67.55,2062.3
Dhaka,Narsingdi,2019-11-01,194.97,427.63,84.68,94.81,128.32,51.96,6.2,93.43,139.7,11.9,28.92,4.4,245,Very Unhealthy,6.9,67.3,0.197,6.19,70.24,2068.2
Dhaka,Narsingdi,2019-12-01,509.42,625.03,53.73,180.0,131.1,33.64,11.17,100.0,102.06,7.33,47.32,7.97,500,Hazardous,3.0,62.4,0.17,6.29,69.48,2073.3
Dhaka,Narsingdi,2020-01-01,213.79,400.75,62.76,139.69,156.91,80.0,11.91,98.16,93.56,14.44,30.04,6.6,264,Very Unhealthy,1.6,68.8,0.102,6.36,70.8,2086.6
